n,InsertionMerge,MergeSort,HybridMergeSort,SelectionSort,BubbleSort
100,0.0,0.0,0.0,0.0,0.0010020732879638672
10000,1.8355493545532227,0.016998767852783203,0.012999534606933594,1.7872638702392578,6.804006814956665
50000,69.5291223526001,0.15623259544372559,0.09373879432678223,68.43318486213684,391.0557794570923
70000,406.06457901000977,0.28130435943603516,0.21872544288635254,325.62584137916565,1254.5962598323822
